mc	mn	mc_playthrough	mn_playthrough	quarterbeats_playthrough	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	timesig	staff	voice	duration	nominal_duration	scalar	tied	tpc	midi	name	octave	chord_id	start	end
1	1	1	1a	1	1	0.5	1/4	1/4	4/4	2	2	1/8	1/8	1		1	55	G3	3	10	0.46	0.92
1	1	1	1a	1	1	1.0	1/4	1/4	4/4	2	1	1/4	1/4	1		5	59	B3	3	7	0.46	1.4
1	1	1	1a	1	1	1.0	1/4	1/4	4/4	1	2	1/4	1/4	1		2	62	D4	4	3	0.46	1.4
1	1	1	1a	1	1	1.0	1/4	1/4	4/4	1	1	1/4	1/4	1		1	67	G4	4	0	0.46	1.4
1	1	1	1a	3/2	3/2	0.5	3/8	3/8	4/4	2	2	1/8	1/8	1		6	54	F#3	3	11	0.92	1.4
1	1	1	1a	2	2	1.0	1/2	1/2	4/4	2	2	1/4	1/4	1		4	52	E3	3	12	1.4	2.0
1	1	1	1a	2	2	1.0	1/2	1/2	4/4	2	1	1/4	1/4	1		5	59	B3	3	8	1.4	2.0
1	1	1	1a	2	2	0.5	1/2	1/2	4/4	1	2	1/8	1/8	1		4	64	E4	4	4	1.4	1.880952380952381
1	1	1	1a	2	2	1.0	1/2	1/2	4/4	1	1	1/4	1/4	1		1	67	G4	4	1	1.4	2.0
1	1	1	1a	5/2	5/2	1.0	5/8	5/8	4/4	1	2	1/4	1/4	1		1	67	G4	4	5	1.880952380952381	2.34
1	1	1	1a	3	3	1.0	3/4	3/4	4/4	2	2	1/4	1/4	1		2	50	D3	3	13	2.0	2.76
1	1	1	1a	3	3	1.0	3/4	3/4	4/4	2	1	1/4	1/4	1		2	62	D4	4	9	2.0	2.76
1	1	1	1a	3	3	1.0	3/4	3/4	4/4	1	1	1/4	1/4	1		3	69	A4	4	2	2.0	2.76
1	1	1	1a	7/2	7/2	0.5	7/8	7/8	4/4	1	2	1/8	1/8	1		6	66	F#4	4	6	2.34	2.76
2	2	2	2a	4	4	2.0	0	0	4/4	2	2	1/2	1/2	1		1	55	G3	3	20	2.76	4.76
2	2	2	2a	4	4	2.0	0	0	4/4	2	1	1/2	1/2	1		2	62	D4	4	18	2.76	4.76
2	2	2	2a	4	4	2.0	0	0	4/4	1	2	1/2	1/2	1		1	67	G4	4	16	2.76	4.76
2	2	2	2a	4	4	2.0	0	0	4/4	1	1	1/2	1/2	1		5	71	B4	4	14	2.76	4.76
2	2	2	2a	7	7	1.0	3/4	3/4	4/4	2	2	1/4	1/4	1		1	43	G2	2	21	4.88	5.7
2	2	2	2a	7	7	1.0	3/4	3/4	4/4	2	1	1/4	1/4	1		2	62	D4	4	19	4.88	5.7
2	2	2	2a	7	7	1.0	3/4	3/4	4/4	1	2	1/4	1/4	1		1	67	G4	4	17	4.88	5.7
2	2	2	2a	7	7	1.0	3/4	3/4	4/4	1	1	1/4	1/4	1		5	71	B4	4	15	4.88	5.7
3	3	3	3a	8	8	1.0	0	0	4/4	2	2	1/4	1/4	1		3	45	A2	2	33	5.7	6.4
3	3	3	3a	8	8	1.0	0	0	4/4	2	1	1/4	1/4	1		0	60	C4	4	30	5.7	6.4
3	3	3	3a	8	8	0.5	0	0	4/4	1	2	1/8	1/8	1		1	67	G4	4	25	5.7	6.2
3	3	3	3a	8	8	1.0	0	0	4/4	1	1	1/4	1/4	1		0	72	C5	5	22	5.7	6.4
3	3	3	3a	17/2	17/2	0.5	1/8	1/8	4/4	1	2	1/8	1/8	1		6	66	F#4	4	26	6.2	6.4
3	3	3	3a	9	9	0.5	1/4	1/4	4/4	2	2	1/8	1/8	1		5	47	B2	2	34	6.4	6.9
3	3	3	3a	9	9	1.0	1/4	1/4	4/4	2	1	1/4	1/4	1		2	62	D4	4	31	6.4	7.1
3	3	3	3a	9	9	1.0	1/4	1/4	4/4	1	2	1/4	1/4	1		1	67	G4	4	27	6.4	7.1
3	3	3	3a	9	9	1.0	1/4	1/4	4/4	1	1	1/4	1/4	1		5	71	B4	4	23	6.4	7.1
3	3	3	3a	19/2	19/2	0.5	3/8	3/8	4/4	2	2	1/8	1/8	1		0	48	C3	3	35	6.9	7.1
3	3	3	3a	10	10	2.0	1/2	1/2	4/4	2	2	1/2	1/2	1		2	50	D3	3	36	7.1	8.7
3	3	3	3a	10	10	2.0	1/2	1/2	4/4	2	1	1/2	1/2	1		2	62	D4	4	32	7.1	8.7
3	3	3	3a	10	10	1.0	1/2	1/2	4/4	1	2	1/4	1/4	1		1	67	G4	4	28	7.1	7.9
3	3	3	3a	10	10	2.0	1/2	1/2	4/4	1	1	1/2	1/2	1		3	69	A4	4	24	7.1	8.7
3	3	3	3a	11	11	1.0	3/4	3/4	4/4	1	2	1/4	1/4	1		6	66	F#4	4	29	7.9	8.7
4	4	4	4a	13	13	1.0	1/4	1/4	4/4	2	2	1/4	1/4	1		2	50	D3	3	48	9.28	10.28
4	4	4	4a	13	13	0.5	1/4	1/4	4/4	2	1	1/8	1/8	1		2	62	D4	4	44	9.28	9.78
4	4	4	4a	13	13	1.0	1/4	1/4	4/4	1	2	1/4	1/4	1		6	66	F#4	4	40	9.28	10.28
4	4	4	4a	13	13	1.0	1/4	1/4	4/4	1	1	1/4	1/4	1		3	69	A4	4	37	9.28	10.28
4	4	4	4a	27/2	27/2	0.5	3/8	3/8	4/4	2	1	1/8	1/8	1		0	60	C4	4	45	9.78	10.28
4	4	4	4a	14	14	1.0	1/2	1/2	4/4	2	2	1/4	1/4	1		4	52	E3	3	49	10.28	10.86
4	4	4	4a	14	14	1.0	1/2	1/2	4/4	2	1	1/4	1/4	1		5	59	B3	3	46	10.28	10.86
4	4	4	4a	14	14	0.5	1/2	1/2	4/4	1	2	1/8	1/8	1		6	66	F#4	4	41	10.28	10.48
4	4	4	4a	14	14	1.0	1/2	1/2	4/4	1	1	1/4	1/4	1		1	67	G4	4	38	10.28	10.86
